
-0.056244, -0.029685, 0.012238, 0.055984, 0.067181, 0.069264, 0.090095, 0.123425, 0.157276, 0.170295, 0.158578, 0.143996, 0.157536, 0.176284, 0.186700, 0.167171, 0.151547, 0.146079, 0.145298, 0.136965, 0.117176, 0.085148, 0.029424, -0.010936, -0.040100
-0.060411, -0.019790, 0.026039, 0.067962, 0.097386, 0.122904, 0.133320, 0.160140, 0.183315, 0.191647, 0.166910, 0.160401, 0.165608, 0.183575, 0.189304, 0.172639, 0.151808, 0.139049, 0.133580, 0.131758, 0.111447, 0.072649, 0.023175, -0.024216, -0.063275
-0.035153, 0.002604, 0.038798, 0.090616, 0.117697, 0.127331, 0.139309, 0.165608, 0.180190, 0.177586, 0.159099, 0.140871, 0.146860, 0.165348, 0.166650, 0.155193, 0.132278, 0.117697, 0.116915, 0.114572, 0.090616, 0.058067, 0.007291, -0.034372, -0.063275
-0.013020, 0.019529, 0.066920, 0.098167, 0.124987, 0.127591, 0.136445, 0.161703, 0.173420, 0.166129, 0.152589, 0.136705, 0.136184, 0.143475, 0.142434, 0.129154, 0.107021, 0.091657, 0.089314, 0.083846, 0.071868, 0.044527, 0.009374, -0.031247, -0.062754
-0.005989, 0.018227, 0.053120, 0.081242, 0.096084, 0.099469, 0.112228, 0.133841, 0.139309, 0.134882, 0.112749, 0.098688, 0.107541, 0.126029, 0.124727, 0.106760, 0.074992, 0.060150, 0.066660, 0.058848, 0.037757, 0.010936, -0.019790, -0.056765, -0.073951
-0.016665, 0.017967, 0.047131, 0.071347, 0.083065, 0.084367, 0.094261, 0.112489, 0.129154, 0.130976, 0.108583, 0.090095, 0.089314, 0.100511, 0.098688, 0.076815, 0.050776, 0.044006, 0.036194, 0.029685, 0.016925, -0.010936, -0.050255, -0.077857, -0.108062
-0.020310, -0.002864, 0.030466, 0.047391, 0.053120, 0.050776, 0.055463, 0.080981, 0.095303, 0.098428, 0.078117, 0.058327, 0.060671, 0.073170, 0.073691, 0.052859, 0.026560, 0.014061, 0.011457, 0.000781, -0.015363, -0.046870, -0.084887, -0.119780, -0.144256
-0.032288, -0.009895, 0.017446, 0.034892, 0.036715, 0.033070, 0.036975, 0.063275, 0.084887, 0.091657, 0.065879, 0.045048, 0.037236, 0.051297, 0.051037, 0.029164, -0.001042, -0.008333, -0.023956, -0.030205, -0.053640, -0.084887, -0.125769, -0.155974, -0.191648
-0.032288, -0.015363, 0.009895, 0.018488, 0.023696, 0.016665, 0.021092, 0.047131, 0.063796, 0.063796, 0.035934, 0.017446, 0.018227, 0.029164, 0.024216, 0.003645, -0.024216, -0.040621, -0.047391, -0.057026, -0.085669, -0.123425, -0.174722, -0.207792, -0.228883
-0.043225, -0.021092, -0.005729, 0.006770, 0.009634, 0.013801, 0.020050, 0.040881, 0.057546, 0.059629, 0.026560, 0.008332, 0.003385, 0.014842, 0.009895, -0.014321, -0.046350, -0.061713, -0.063796, -0.079680, -0.110145, -0.146860, -0.191127, -0.224978, -0.253100
