
-0.116655, -0.070045, -0.023435, 0.003125, 0.024997, 0.039059, 0.051297, 0.088012, 0.107021, 0.114051, 0.109624, 0.105719, 0.117957, 0.133841, 0.139830, 0.127071, 0.103635, 0.104417, 0.107021, 0.099730, 0.073691, 0.041662, 0.005729, -0.023956, -0.036194
-0.155714, -0.096865, -0.041923, 0.011457, 0.057286, 0.076034, 0.092178, 0.110145, 0.137226, 0.135664, 0.128633, 0.104677, 0.115613, 0.120561, 0.121863, 0.102594, 0.078117, 0.073951, 0.069785, 0.065358, 0.054422, 0.031768, -0.015103, -0.042183, -0.069004
-0.128633, -0.066920, -0.025518, 0.038798, 0.069524, 0.103635, 0.120300, 0.137747, 0.137747, 0.123946, 0.097126, 0.090876, 0.094522, 0.098428, 0.110406, 0.090356, 0.062233, 0.050255, 0.044006, 0.049214, 0.030466, 0.001302, -0.041402, -0.072909, -0.096605
-0.099469, -0.052339, 0.008593, 0.057026, 0.090616, 0.108322, 0.115093, 0.135924, 0.142694, 0.135924, 0.109104, 0.077076, 0.092959, 0.094001, 0.095303, 0.057546, 0.041662, 0.011457, 0.008593, 0.022654, 0.004427, -0.022133, -0.063535, -0.092178, -0.124467
-0.082283, -0.035413, 0.005208, 0.046089, 0.067962, 0.082804, 0.098948, 0.119780, 0.130716, 0.117957, 0.084627, 0.060411, 0.050516, 0.068483, 0.082283, 0.040881, 0.012238, 0.012499, 0.009374, -0.013020, -0.024737, -0.038017, -0.088272, -0.124206, -0.155453
-0.072909, -0.030726, 0.008072, 0.045829, 0.067181, 0.070826, 0.073951, 0.081763, 0.102594, 0.102073, 0.059890, 0.041142, 0.039840, 0.050255, 0.056765, 0.037236, -0.007031, -0.003906, -0.035413, -0.029685, -0.051037, -0.076294, -0.108843, -0.143996, -0.178107
-0.073170, -0.037757, -0.004947, 0.029685, 0.037757, 0.034111, 0.042704, 0.061973, 0.077336, 0.070045, 0.050255, 0.023956, 0.017186, 0.029164, 0.034372, 0.022654, -0.015623, -0.027341, -0.036715, -0.052599, -0.066400, -0.111708, -0.144517, -0.177847, -0.204407
-0.067962, -0.029945, 0.001042, 0.029945, 0.042183, 0.038277, 0.045829, 0.056244, 0.063796, 0.058588, 0.054942, 0.036194, 0.034111, 0.036975, 0.048693, 0.015884, -0.035674, -0.044266, -0.048693, -0.049995, -0.085929, -0.119780, -0.153891, -0.199199, -0.228102
-0.090616, -0.057807, -0.033590, 0.003125, -0.000781, -0.003906, -0.005729, 0.011457, 0.030726, 0.024997, 0.011718, -0.009374, 0.001562, 0.007031, -0.001562, -0.032288, -0.061452, -0.065098, -0.058328, -0.086710, -0.095824, -0.142173, -0.191387, -0.227061, -0.249715
-0.090616, -0.062233, -0.035674, -0.015623, -0.010416, -0.003125, -0.009114, 0.022654, 0.032549, 0.037496, -0.001562, -0.015623, -0.029164, -0.004427, -0.015103, -0.025258, -0.048172, -0.073691, -0.099209, -0.076034, -0.129935, -0.168473, -0.198418, -0.233050, -0.269504
-0.098948, -0.061713, -0.039579, -0.018227, -0.025779, -0.023435, -0.027081, -0.006249, 0.026039, 0.016925, -0.010936, -0.037496, -0.039319, -0.013280, -0.018227, -0.052599, -0.083585, -0.100250, -0.091137, -0.111968, -0.149204, -0.188262, -0.232008, -0.268463, -0.295283
-0.113010, -0.083065, -0.054422, -0.032809, -0.036715, -0.037236, -0.039579, -0.015884, -0.002083, -0.013020, -0.036975, -0.039579, -0.041402, -0.029424, -0.044006, -0.061192, -0.086189, -0.118217, -0.113270, -0.121863, -0.151287, -0.204407, -0.243465, -0.285128, -0.307782
-0.118478, -0.085929, -0.055984, -0.040100, -0.042444, -0.046350, -0.046870, -0.026560, -0.011978, -0.032549, -0.043746, -0.064316, -0.065618, -0.054161, -0.043485, -0.067702, -0.108062, -0.115874, -0.130716, -0.132539, -0.178628, -0.215343, -0.260130, -0.308823, -0.328873
-0.142173, -0.103375, -0.066400, -0.057807, -0.054161, -0.054422, -0.057807, -0.043746, -0.016925, -0.025518, -0.041923, -0.051557, -0.046350, -0.055463, -0.056244, -0.101813, -0.118999, -0.149204, -0.171077, -0.165088, -0.203886, -0.242944, -0.275493, -0.307521, -0.349184
-0.155714, -0.113530, -0.090356, -0.076034, -0.081763, -0.080200, -0.077857, -0.068222, -0.044527, -0.047651, -0.062494, -0.082804, -0.094261, -0.078117, -0.090356, -0.110145, -0.134882, -0.164306, -0.166650, -0.178107, -0.217687, -0.248933, -0.302314, -0.333821, -0.369494
-0.161703, -0.129675, -0.103635, -0.082804, -0.079940, -0.083846, -0.086710, -0.066139, -0.046089, -0.049214, -0.067441, -0.109885, -0.104937, -0.094261, -0.109624, -0.116655, -0.152589, -0.187221, -0.197116, -0.188523, -0.222374, -0.274452, -0.309084, -0.355954, -0.381733
-0.173420, -0.147902, -0.121342, -0.105719, -0.106760, -0.110666, -0.112749, -0.073691, -0.074993, -0.079419, -0.085408, -0.134101, -0.132018, -0.108583, -0.100771, -0.140090, -0.162484, -0.209094, -0.213781, -0.232268, -0.246069, -0.299970, -0.340591, -0.368192, -0.397356
