
-0.064837, -0.057807, -0.043225, -0.033070, -0.045308, -0.045308, -0.034632, -0.014061, -0.004427, -0.003645, -0.018488, -0.035674, -0.033590, -0.031247, -0.047131, -0.082804, -0.099209, -0.102854, -0.115613, -0.132799, -0.154672, -0.171597, -0.178368, -0.183055, -0.213000
-0.063796, -0.051037, -0.035674, -0.033590, -0.033851, -0.049995, -0.028643, -0.020050, -0.006510, -0.003385, -0.022914, -0.044527, -0.044787, -0.044266, -0.061192, -0.096084, -0.099990, -0.109885, -0.125248, -0.143736, -0.170816, -0.195293, -0.194512, -0.216124, -0.240601
-0.091397, -0.079419, -0.064316, -0.057286, -0.047912, -0.049214, -0.038538, -0.028383, -0.020310, -0.022914, -0.038798, -0.060411, -0.063796, -0.066139, -0.077336, -0.107021, -0.132018, -0.129154, -0.154932, -0.182273, -0.205709, -0.222894, -0.227321, -0.238257, -0.272108
-0.111447, -0.094001, -0.072128, -0.058588, -0.050516, -0.052859, -0.035153, -0.038277, -0.033851, -0.033330, -0.050776, -0.063015, -0.059109, -0.072128, -0.087491, -0.122644, -0.136184, -0.145038, -0.160921, -0.205188, -0.234352, -0.243986, -0.252839, -0.268723, -0.299710
-0.137747, -0.110406, -0.092699, -0.063275, -0.061192, -0.051557, -0.045308, -0.041402, -0.038017, -0.031768, -0.047912, -0.069264, -0.071868, -0.079159, -0.092439, -0.116134, -0.144777, -0.163265, -0.180971, -0.220551, -0.257266, -0.277837, -0.280701, -0.295804, -0.322624
-0.174983, -0.129675, -0.103375, -0.080721, -0.079159, -0.068222, -0.050776, -0.055984, -0.057546, -0.051818, -0.059890, -0.079680, -0.089574, -0.097386, -0.115874, -0.150766, -0.165869, -0.185398, -0.209875, -0.232789, -0.286169, -0.309865, -0.317416, -0.334862, -0.355694
-0.216385, -0.179149, -0.142694, -0.117957, -0.103375, -0.091918, -0.073170, -0.068483, -0.059629, -0.061452, -0.082804, -0.097386, -0.105198, -0.110406, -0.132278, -0.163265, -0.190085, -0.199980, -0.225238, -0.250756, -0.287211, -0.315854, -0.330436, -0.353350, -0.385378
-0.243726, -0.199199, -0.167692, -0.146079, -0.128112, -0.113530, -0.105458, -0.090616, -0.088533, -0.085148, -0.099730, -0.113791, -0.123686, -0.129154, -0.151808, -0.198418, -0.215603, -0.217166, -0.232789, -0.264817, -0.292158, -0.315854, -0.338508, -0.376785, -0.422874
-0.279920, -0.238518, -0.194512, -0.168212, -0.157797, -0.145558, -0.127852, -0.109364, -0.096084, -0.100511, -0.111187, -0.130456, -0.138528, -0.131497, -0.175243, -0.206490, -0.224717, -0.226800, -0.245548, -0.271067, -0.285909, -0.316114, -0.351007, -0.401783, -0.446570
-0.333560, -0.276014, -0.231227, -0.206750, -0.186700, -0.177326, -0.153370, -0.145298, -0.128373, -0.126029, -0.140611, -0.152849, -0.157536, -0.146600, -0.176284, -0.216905, -0.246069, -0.239820, -0.246850, -0.261693, -0.299189, -0.342674, -0.380431, -0.428603, -0.471567
-0.393190, -0.339029, -0.280701, -0.253100, -0.214822, -0.196074, -0.170816, -0.157016, -0.141913, -0.136705, -0.151027, -0.171858, -0.166650, -0.169514, -0.191908, -0.227581, -0.250756, -0.258568, -0.264296, -0.293981, -0.330175, -0.367411, -0.413240, -0.456986, -0.509324
-0.461152, -0.399700, -0.336425, -0.296845, -0.261953, -0.235914, -0.220290, -0.191127, -0.167952, -0.164046, -0.175503, -0.199199, -0.192949, -0.185138, -0.216645, -0.264036, -0.280701, -0.288252, -0.296325, -0.321582, -0.357256, -0.403866, -0.435634, -0.501252, -0.551768
-0.513751, -0.450736, -0.390065, -0.347101, -0.308823, -0.289815, -0.260911, -0.234091, -0.198157, -0.193991, -0.203365, -0.227321, -0.225759, -0.233050, -0.251017, -0.289294, -0.314291, -0.318197, -0.329655, -0.367672, -0.404907, -0.449434, -0.489274, -0.537707, -0.598898
-0.549945, -0.492138, -0.442143, -0.399439, -0.364547, -0.330696, -0.305959, -0.274712, -0.249975, -0.234352, -0.235654, -0.257006, -0.259089, -0.242424, -0.280180, -0.315333, -0.337727, -0.339810, -0.352829, -0.388242, -0.445008, -0.489014, -0.516615, -0.575203, -0.633791
