
0.003906, 0.020831, 0.048693, 0.070045, 0.071607, 0.077336, 0.080461, 0.114572, 0.138007, 0.147381, 0.140871, 0.134882, 0.134101, 0.138528, 0.144517, 0.141132, 0.117957, 0.115613, 0.123425, 0.128373, 0.115613, 0.095303, 0.061973, 0.029945, 0.010416
0.015363, 0.040881, 0.073691, 0.098167, 0.105979, 0.103635, 0.110406, 0.137226, 0.152849, 0.165869, 0.153630, 0.131758, 0.128633, 0.132278, 0.140611, 0.128633, 0.109104, 0.099469, 0.102854, 0.108583, 0.090095, 0.070826, 0.039319, 0.023175, -0.005468
0.028122, 0.048172, 0.079680, 0.110926, 0.119780, 0.127852, 0.139049, 0.155193, 0.159619, 0.152849, 0.136705, 0.114572, 0.116655, 0.122904, 0.117176, 0.107281, 0.081763, 0.069264, 0.067702, 0.072128, 0.066400, 0.046610, 0.014061, -0.007291, -0.023175
0.014582, 0.043485, 0.073170, 0.103375, 0.116655, 0.118478, 0.120040, 0.138007, 0.142694, 0.137747, 0.117697, 0.097126, 0.092959, 0.098948, 0.098167, 0.080200, 0.055724, 0.041402, 0.046350, 0.040100, 0.031247, 0.005208, -0.020310, -0.035153, -0.061973
0.008072, 0.038538, 0.058588, 0.096084, 0.102073, 0.095824, 0.100511, 0.115874, 0.124467, 0.126289, 0.097907, 0.077857, 0.076815, 0.076815, 0.072389, 0.046089, 0.021873, 0.007291, 0.010155, 0.015363, 0.005989, -0.018748, -0.045568, -0.058848, -0.082283
0.002344, 0.014582, 0.049474, 0.069524, 0.078378, 0.080461, 0.078638, 0.090876, 0.105979, 0.096345, 0.079159, 0.057026, 0.057026, 0.064316, 0.052339, 0.034111, 0.010155, -0.008853, -0.011197, -0.013280, -0.020831, -0.039319, -0.067441, -0.087491, -0.109624
-0.003385, 0.013801, 0.038277, 0.060150, 0.053901, 0.051297, 0.052339, 0.071868, 0.079419, 0.071868, 0.058588, 0.029424, 0.028122, 0.033851, 0.020571, -0.000260, -0.029424, -0.036455, -0.041402, -0.047391, -0.059629, -0.090356, -0.113791, -0.147121, -0.164827
-0.023956, -0.004166, 0.011718, 0.032549, 0.038538, 0.028643, 0.025518, 0.036194, 0.050255, 0.050776, 0.031768, 0.002344, 0.007551, -0.001042, 0.000781, -0.020571, -0.036194, -0.060931, -0.055984, -0.067702, -0.082804, -0.117436, -0.147381, -0.166390, -0.194512
-0.034372, -0.015623, -0.000260, 0.014061, 0.006770, 0.009895, 0.008593, 0.019529, 0.029945, 0.033070, 0.004427, -0.017967, -0.021612, -0.021352, -0.022394, -0.040100, -0.067441, -0.082023, -0.081763, -0.099469, -0.109364, -0.153110, -0.181492, -0.206229, -0.225759
-0.047912, -0.029424, -0.018748, -0.007812, -0.005729, -0.008853, -0.009634, 0.003385, 0.016405, 0.018748, -0.005989, -0.037496, -0.044527, -0.040881, -0.043746, -0.063015, -0.081763, -0.099209, -0.113530, -0.111708, -0.132278, -0.163265, -0.195814, -0.222634, -0.247631
